,SubjectID,PredicateID,ObjectID,Subject,Predicate,Object,ReferenceProperty,URL,RefDoc
1005,Q1049,P463,Q50828855,Sudan,member of,African Continental Free Trade Area,P854,https://en.wikipedia.org/wiki/African_Continental_Free_Trade_Area#List_of_signatories_and_parties_to_the_agreement,refdoc_145
1006,Q1049,P530,Q423,Sudan,diplomatic relation,North Korea,P854,https://www.ncnk.org/sites/default/files/content/resources/publications/NCNK_Issue_Brief_DPRK_Diplomatic_Relations.pdf,refdoc_984
1007,Q1049,P1622,Q14565199,Sudan,driving side,right,P854,http://chartsbin.com/view/edr,refdoc_1082
1008,Q1049,P2853,Q1378312,Sudan,electrical plug type,Europlug,P854,http://www.iec.ch/worldplugs/list_bylocation.htm,refdoc_662
1009,Q1049,P2853,Q1378312,Sudan,electrical plug type,Europlug,P1065,https://web.archive.org/web/20180206033008/http://www.iec.ch/worldplugs/list_bylocation.htm,refdoc_1076
1010,Q1049,P2853,Q60740126,Sudan,electrical plug type,AC power plugs and sockets: British and related types,P854,http://www.iec.ch/worldplugs/list_bylocation.htm,refdoc_662
1011,Q1049,P1552,Q47185282,Sudan,has quality,not-free country,P854,https://freedomhouse.org/report/freedom-world/freedom-world-2017,refdoc_209
1012,Q1049,P361,Q27381,Sudan,part of,North Africa,P854,https://www.workwithdata.com/place/sudan,refdoc_556
1013,Q1049,P9929,Q48221,Sudan,madhhab,Malikism,P854,https://veil.unc.edu/religions/islam/law/,refdoc_721
1014,Q3908,P237,Q1811572,Galicia,coat of arms,coat of arms of Galicia,P854,https://www.boe.es/buscar/doc.php?id=BOE-A-1985-5019,refdoc_1045
1015,Q3908,P85,Q1194105,Galicia,anthem,Os Pinos,P854,https://www.boe.es/eli/es-ga/l/1984/05/29/5,refdoc_1589
1016,Q3908,P37,Q9307,Galicia,official language,Galician,P854,https://www.boe.es/buscar/pdf/1981/BOE-A-1981-9564-consolidado.pdf.,refdoc_1132
1017,Q3908,P37,Q1321,Galicia,official language,Spanish,P854,https://www.boe.es/buscar/pdf/1981/BOE-A-1981-9564-consolidado.pdf.,refdoc_1132
1018,Q449639,P122,Q7269,Alodia,basic form of government,monarchy,P4656,https://ru.wikipedia.org/?oldid=105706232,refdoc_109
1019,Q449639,P3075,Q198998,Alodia,official religion,Coptic Orthodox Church,P4656,https://ru.wikipedia.org/?oldid=105706232,refdoc_109
1020,Q449639,P3075,Q386498,Alodia,official religion,traditional African religion,P4656,https://ru.wikipedia.org/?oldid=105706232,refdoc_109
1021,Q449639,P2936,Q1517194,Alodia,language used,Nubian,P4656,https://ru.wikipedia.org/?oldid=105706232,refdoc_109
1022,Q449639,P2936,Q36387,Alodia,language used,Medieval Greek,P4656,https://ru.wikipedia.org/?oldid=105706232,refdoc_109
1023,Q1155700,P37,Q9217,Rattanakosin Kingdom,official language,Thai,P4656,https://es.wikipedia.org/w/index.php?title=Reino_de_Rattanakosin&oldid=122949688,refdoc_1458
1024,Q1852345,P30,Q48,Trucial States,continent,Asia,P4656,https://uk.wikipedia.org/w/index.php?title=Договірний_Оман&oldid=20480645,refdoc_1413
1025,Q1852345,P37,Q13955,Trucial States,official language,Arabic,P4656,https://es.wikipedia.org/w/index.php?title=Estados_de_la_Tregua&oldid=122222624,refdoc_731
1026,Q1852345,P85,Q40807,Trucial States,anthem,God Save the King,P4656,https://ru.wikipedia.org/?oldid=133793370,refdoc_1430
1027,Q2454585,P30,Q46,Third Czechoslovak Republic,continent,Europe,P4656,https://uk.wikipedia.org/w/index.php?title=Третя_Чехословацька_Республіка&oldid=22411132,refdoc_367
1028,Q2454585,P36,Q1085,Third Czechoslovak Republic,capital,Prague,P4656,https://ru.wikipedia.org/?oldid=94651807,refdoc_1585
1029,Q2454585,P122,Q7270,Third Czechoslovak Republic,basic form of government,republic,P4656,https://ru.wikipedia.org/?oldid=119900742,refdoc_268
1030,Q13426199,P36,Q956,Republic of China (1912–1949),capital,Beijing,P4656,https://ru.wikipedia.org/?oldid=115124116,refdoc_242
1031,Q13426199,P36,Q10906766,Republic of China (1912–1949),capital,Nanking,P4656,https://ru.wikipedia.org/?oldid=115124116,refdoc_242
1032,Q13426199,P38,Q25530138,Republic of China (1912–1949),currency,yuan,P4656,https://ru.wikipedia.org/?oldid=115124116,refdoc_242
1033,Q13426199,P2936,Q9192,Republic of China (1912–1949),language used,Mandarin Chinese,P4656,https://ru.wikipedia.org/?oldid=99349008,refdoc_1433
1034,Q30,P2852,Q533806,United States,emergency phone number,911,P854,http://www.itu.int/net/itu-t/inrdb/e129_important_numbers.aspx,refdoc_75
1035,Q30,P530,Q889,United States,diplomatic relation,Afghanistan,P854,https://www.state.gov/countries-and-areas-list/,refdoc_1748
1036,Q30,P530,Q222,United States,diplomatic relation,Albania,P854,https://www.state.gov/countries-and-areas-list/,refdoc_1748
1037,Q30,P530,Q148,United States,diplomatic relation,People's Republic of China,P854,https://www.state.gov/countries-and-areas-list/,refdoc_1748
1038,Q30,P530,Q183,United States,diplomatic relation,Germany,P854,https://www.state.gov/countries-and-areas-list/,refdoc_1748
1039,Q30,P530,Q159,United States,diplomatic relation,Russia,P854,https://www.state.gov/countries-and-areas-list/,refdoc_1748
1040,Q30,P530,Q408,United States,diplomatic relation,Australia,P854,https://www.state.gov/countries-and-areas-list/,refdoc_1748
1041,Q30,P530,Q801,United States,diplomatic relation,Israel,P854,https://www.state.gov/countries-and-areas-list/,refdoc_1748
1042,Q30,P530,Q155,United States,diplomatic relation,Brazil,P854,https://www.state.gov/countries-and-areas-list/,refdoc_1748
1043,Q30,P530,Q796,United States,diplomatic relation,Iraq,P854,https://www.state.gov/countries-and-areas-list/,refdoc_1748
1044,Q30,P530,Q403,United States,diplomatic relation,Serbia,P854,https://www.state.gov/countries-and-areas-list/,refdoc_1748
1045,Q30,P530,Q16,United States,diplomatic relation,Canada,P854,https://www.state.gov/countries-and-areas-list/,refdoc_1748
1046,Q30,P530,Q17,United States,diplomatic relation,Japan,P854,https://www.state.gov/countries-and-areas-list/,refdoc_1748
1047,Q30,P530,Q38,United States,diplomatic relation,Italy,P854,https://www.state.gov/countries-and-areas-list/,refdoc_1748
1048,Q30,P530,Q347,United States,diplomatic relation,Liechtenstein,P854,https://www.state.gov/countries-and-areas-list/,refdoc_1748
1049,Q30,P530,Q414,United States,diplomatic relation,Argentina,P854,https://www.state.gov/countries-and-areas-list/,refdoc_1748
1050,Q30,P530,Q953,United States,diplomatic relation,Zambia,P854,https://www.state.gov/countries-and-areas-list/,refdoc_1748
1051,Q30,P530,Q668,United States,diplomatic relation,India,P854,https://www.state.gov/countries-and-areas-list/,refdoc_1748
1052,Q30,P530,Q37,United States,diplomatic relation,Lithuania,P854,https://www.state.gov/countries-and-areas-list/,refdoc_1748
1053,Q30,P530,Q1011,United States,diplomatic relation,Cape Verde,P854,https://www.state.gov/countries-and-areas-list/,refdoc_1748
1054,Q30,P530,Q805,United States,diplomatic relation,Yemen,P854,https://www.state.gov/countries-and-areas-list/,refdoc_1748
1055,Q30,P530,Q43,United States,diplomatic relation,Turkey,P854,https://www.state.gov/countries-and-areas-list/,refdoc_1748
1056,Q30,P530,Q227,United States,diplomatic relation,Azerbaijan,P854,https://www.state.gov/countries-and-areas-list/,refdoc_1748
1057,Q30,P530,Q96,United States,diplomatic relation,Mexico,P854,https://www.state.gov/countries-and-areas-list/,refdoc_1748
1058,Q30,P530,Q236,United States,diplomatic relation,Montenegro,P854,https://www.state.gov/countries-and-areas-list/,refdoc_1748
1059,Q30,P530,Q1025,United States,diplomatic relation,Mauritania,P854,https://www.state.gov/countries-and-areas-list/,refdoc_1748
1060,Q30,P530,Q712,United States,diplomatic relation,Fiji,P854,https://www.state.gov/countries-and-areas-list/,refdoc_1748
1061,Q30,P530,Q851,United States,diplomatic relation,Saudi Arabia,P854,https://www.state.gov/countries-and-areas-list/,refdoc_1748
1062,Q30,P530,Q41,United States,diplomatic relation,Greece,P854,https://www.state.gov/countries-and-areas-list/,refdoc_1748
1063,Q30,P530,Q145,United States,diplomatic relation,United Kingdom,P854,https://www.state.gov/countries-and-areas-list/,refdoc_1748
1064,Q30,P530,Q419,United States,diplomatic relation,Peru,P854,https://www.state.gov/countries-and-areas-list/,refdoc_1748
1065,Q30,P530,Q811,United States,diplomatic relation,Nicaragua,P854,https://www.state.gov/countries-and-areas-list/,refdoc_1748
1066,Q30,P530,Q865,United States,diplomatic relation,Taiwan,P854,https://www.state.gov/countries-and-areas-list/,refdoc_1748
1067,Q30,P530,Q1005,United States,diplomatic relation,The Gambia,P854,https://www.state.gov/countries-and-areas-list/,refdoc_1748
1068,Q30,P530,Q34266,United States,diplomatic relation,Russian Empire,P854,https://www.state.gov/countries-and-areas-list/,refdoc_1748
1069,Q30,P530,Q34,United States,diplomatic relation,Sweden,P854,https://www.state.gov/countries-and-areas-list/,refdoc_1748
1070,Q30,P530,Q863,United States,diplomatic relation,Tajikistan,P854,https://www.state.gov/countries-and-areas-list/,refdoc_1748
1071,Q30,P530,Q25227,United States,diplomatic relation,Netherlands Antilles,P854,https://www.state.gov/countries-and-areas-list/,refdoc_1748
1072,Q30,P530,Q458,United States,diplomatic relation,European Union,P854,https://www.state.gov/countries-and-areas-list/,refdoc_1748
1073,Q30,P530,Q881,United States,diplomatic relation,Vietnam,P854,https://www.state.gov/countries-and-areas-list/,refdoc_1748
1074,Q30,P530,Q717,United States,diplomatic relation,Venezuela,P854,https://www.state.gov/countries-and-areas-list/,refdoc_1748
1075,Q30,P530,Q686,United States,diplomatic relation,Vanuatu,P854,https://www.state.gov/countries-and-areas-list/,refdoc_1748
1076,Q30,P530,Q265,United States,diplomatic relation,Uzbekistan,P854,https://www.state.gov/countries-and-areas-list/,refdoc_1748
1077,Q30,P530,Q77,United States,diplomatic relation,Uruguay,P854,https://www.state.gov/countries-and-areas-list/,refdoc_1748
1078,Q30,P530,Q55,United States,diplomatic relation,Netherlands,P854,https://www.state.gov/countries-and-areas-list/,refdoc_1748
1079,Q30,P530,Q986,United States,diplomatic relation,Eritrea,P854,https://www.state.gov/countries-and-areas-list/,refdoc_1748
1080,Q30,P530,Q1008,United States,diplomatic relation,Ivory Coast,P854,https://www.state.gov/countries-and-areas-list/,refdoc_1748
1081,Q30,P530,Q31,United States,diplomatic relation,Belgium,P854,https://www.state.gov/countries-and-areas-list/,refdoc_1748
1082,Q30,P530,Q948,United States,diplomatic relation,Tunisia,P854,https://www.state.gov/countries-and-areas-list/,refdoc_1748
1083,Q30,P530,Q1045,United States,diplomatic relation,Somalia,P854,https://www.state.gov/countries-and-areas-list/,refdoc_1748
1084,Q30,P530,Q874,United States,diplomatic relation,Turkmenistan,P854,https://www.state.gov/countries-and-areas-list/,refdoc_1748
1085,Q30,P530,Q230,United States,diplomatic relation,Georgia,P854,https://www.state.gov/countries-and-areas-list/,refdoc_1748
1086,Q30,P530,Q15180,United States,diplomatic relation,Soviet Union,P854,https://www.state.gov/countries-and-areas-list/,refdoc_1748
1087,Q30,P530,Q39,United States,diplomatic relation,Switzerland,P854,https://www.state.gov/countries-and-areas-list/,refdoc_1748
1088,Q30,P530,Q916,United States,diplomatic relation,Angola,P854,https://www.state.gov/countries-and-areas-list/,refdoc_1748
1089,Q30,P530,Q398,United States,diplomatic relation,Bahrain,P854,https://www.state.gov/countries-and-areas-list/,refdoc_1748
1090,Q30,P530,Q21203,United States,diplomatic relation,Aruba,P854,https://www.state.gov/countries-and-areas-list/,refdoc_1748
1091,Q30,P530,Q262,United States,diplomatic relation,Algeria,P854,https://www.state.gov/countries-and-areas-list/,refdoc_1748
1092,Q30,P530,Q399,United States,diplomatic relation,Armenia,P854,https://www.state.gov/countries-and-areas-list/,refdoc_1748
1093,Q30,P530,Q23635,United States,diplomatic relation,Bermuda,P854,https://www.state.gov/countries-and-areas-list/,refdoc_1748
1094,Q30,P530,Q967,United States,diplomatic relation,Burundi,P854,https://www.state.gov/countries-and-areas-list/,refdoc_1748
1095,Q30,P530,Q5785,United States,diplomatic relation,Cayman Islands,P854,https://www.state.gov/countries-and-areas-list/,refdoc_1748
1096,Q30,P530,Q657,United States,diplomatic relation,Chad,P854,https://www.state.gov/countries-and-areas-list/,refdoc_1748
1097,Q30,P530,Q963,United States,diplomatic relation,Botswana,P854,https://www.state.gov/countries-and-areas-list/,refdoc_1748
1098,Q30,P530,Q225,United States,diplomatic relation,Bosnia and Herzegovina,P854,https://www.state.gov/countries-and-areas-list/,refdoc_1748
1099,Q30,P530,Q298,United States,diplomatic relation,Chile,P854,https://www.state.gov/countries-and-areas-list/,refdoc_1748
1100,Q30,P530,Q836,United States,diplomatic relation,Myanmar,P854,https://www.state.gov/countries-and-areas-list/,refdoc_1748
1101,Q30,P530,Q424,United States,diplomatic relation,Cambodia,P854,https://www.state.gov/countries-and-areas-list/,refdoc_1748
1102,Q30,P530,Q244,United States,diplomatic relation,Barbados,P854,https://www.state.gov/countries-and-areas-list/,refdoc_1748
1103,Q30,P530,Q242,United States,diplomatic relation,Belize,P854,https://www.state.gov/countries-and-areas-list/,refdoc_1748
1104,Q30,P530,Q750,United States,diplomatic relation,Bolivia,P854,https://www.state.gov/countries-and-areas-list/,refdoc_1748
1105,Q30,P530,Q921,United States,diplomatic relation,Brunei,P854,https://www.state.gov/countries-and-areas-list/,refdoc_1748
1106,Q30,P530,Q965,United States,diplomatic relation,Burkina Faso,P854,https://www.state.gov/countries-and-areas-list/,refdoc_1748
1107,Q30,P530,Q224,United States,diplomatic relation,Croatia,P854,https://www.state.gov/countries-and-areas-list/,refdoc_1748
1108,Q30,P530,Q786,United States,diplomatic relation,Dominican Republic,P854,https://www.state.gov/countries-and-areas-list/,refdoc_1748
1109,Q30,P530,Q784,United States,diplomatic relation,Dominica,P854,https://www.state.gov/countries-and-areas-list/,refdoc_1748
1110,Q30,P530,Q35,United States,diplomatic relation,Denmark,P854,https://www.state.gov/countries-and-areas-list/,refdoc_1748
1111,Q30,P530,Q33,United States,diplomatic relation,Finland,P854,https://www.state.gov/countries-and-areas-list/,refdoc_1748
1112,Q30,P530,Q800,United States,diplomatic relation,Costa Rica,P854,https://www.state.gov/countries-and-areas-list/,refdoc_1748
1113,Q30,P530,Q736,United States,diplomatic relation,Ecuador,P854,https://www.state.gov/countries-and-areas-list/,refdoc_1748
1114,Q30,P530,Q970,United States,diplomatic relation,Comoros,P854,https://www.state.gov/countries-and-areas-list/,refdoc_1748
1115,Q30,P530,Q229,United States,diplomatic relation,Cyprus,P854,https://www.state.gov/countries-and-areas-list/,refdoc_1748
1116,Q30,P530,Q977,United States,diplomatic relation,Djibouti,P854,https://www.state.gov/countries-and-areas-list/,refdoc_1748
1117,Q30,P530,Q792,United States,diplomatic relation,El Salvador,P854,https://www.state.gov/countries-and-areas-list/,refdoc_1748
1118,Q30,P530,Q974,United States,diplomatic relation,Democratic Republic of the Congo,P854,https://www.state.gov/countries-and-areas-list/,refdoc_1748
1119,Q30,P530,Q574,United States,diplomatic relation,East Timor,P854,https://www.state.gov/countries-and-areas-list/,refdoc_1748
1120,Q30,P530,Q983,United States,diplomatic relation,Equatorial Guinea,P854,https://www.state.gov/countries-and-areas-list/,refdoc_1748
1121,Q30,P530,Q191,United States,diplomatic relation,Estonia,P854,https://www.state.gov/countries-and-areas-list/,refdoc_1748
1122,Q30,P530,Q702,United States,diplomatic relation,Federated States of Micronesia,P854,https://www.state.gov/countries-and-areas-list/,refdoc_1748
1123,Q30,P530,Q790,United States,diplomatic relation,Haiti,P854,https://www.state.gov/countries-and-areas-list/,refdoc_1748
1124,Q30,P530,Q774,United States,diplomatic relation,Guatemala,P854,https://www.state.gov/countries-and-areas-list/,refdoc_1748
1125,Q30,P530,Q117,United States,diplomatic relation,Ghana,P854,https://www.state.gov/countries-and-areas-list/,refdoc_1748
1126,Q30,P530,Q1006,United States,diplomatic relation,Guinea,P854,https://www.state.gov/countries-and-areas-list/,refdoc_1748
1127,Q30,P530,Q1000,United States,diplomatic relation,Gabon,P854,https://www.state.gov/countries-and-areas-list/,refdoc_1748
1128,Q30,P530,Q769,United States,diplomatic relation,Grenada,P854,https://www.state.gov/countries-and-areas-list/,refdoc_1748
1129,Q30,P530,Q1007,United States,diplomatic relation,Guinea-Bissau,P854,https://www.state.gov/countries-and-areas-list/,refdoc_1748
1130,Q30,P530,Q734,United States,diplomatic relation,Guyana,P854,https://www.state.gov/countries-and-areas-list/,refdoc_1748
1131,Q30,P530,Q783,United States,diplomatic relation,Honduras,P854,https://www.state.gov/countries-and-areas-list/,refdoc_1748
1132,Q30,P530,Q28,United States,diplomatic relation,Hungary,P854,https://www.state.gov/countries-and-areas-list/,refdoc_1748
1133,Q30,P530,Q766,United States,diplomatic relation,Jamaica,P854,https://www.state.gov/countries-and-areas-list/,refdoc_1748
1134,Q30,P530,Q189,United States,diplomatic relation,Iceland,P854,https://www.state.gov/countries-and-areas-list/,refdoc_1748
1135,Q30,P530,Q252,United States,diplomatic relation,Indonesia,P854,https://www.state.gov/countries-and-areas-list/,refdoc_1748
1136,Q30,P530,Q8646,United States,diplomatic relation,Hong Kong,P854,https://www.state.gov/countries-and-areas-list/,refdoc_1748
1137,Q30,P530,Q1013,United States,diplomatic relation,Lesotho,P854,https://www.state.gov/countries-and-areas-list/,refdoc_1748
1138,Q30,P530,Q32,United States,diplomatic relation,Luxembourg,P854,https://www.state.gov/countries-and-areas-list/,refdoc_1748
1139,Q30,P530,Q833,United States,diplomatic relation,Malaysia,P854,https://www.state.gov/countries-and-areas-list/,refdoc_1748
1140,Q30,P530,Q843,United States,diplomatic relation,Pakistan,P854,https://www.state.gov/countries-and-areas-list/,refdoc_1748
1141,Q30,P530,Q733,United States,diplomatic relation,Paraguay,P854,https://www.state.gov/countries-and-areas-list/,refdoc_1748
1142,Q30,P530,Q710,United States,diplomatic relation,Kiribati,P854,https://www.state.gov/countries-and-areas-list/,refdoc_1748
1143,Q30,P530,Q813,United States,diplomatic relation,Kyrgyzstan,P854,https://www.state.gov/countries-and-areas-list/,refdoc_1748
1144,Q30,P530,Q1016,United States,diplomatic relation,Libya,P854,https://www.state.gov/countries-and-areas-list/,refdoc_1748
1145,Q30,P530,Q1027,United States,diplomatic relation,Mauritius,P854,https://www.state.gov/countries-and-areas-list/,refdoc_1748
1146,Q30,P530,Q730,United States,diplomatic relation,Suriname,P854,https://www.state.gov/countries-and-areas-list/,refdoc_1748
1147,Q30,P530,Q819,United States,diplomatic relation,Laos,P854,https://www.state.gov/countries-and-areas-list/,refdoc_1748
1148,Q30,P530,Q1014,United States,diplomatic relation,Liberia,P854,https://www.state.gov/countries-and-areas-list/,refdoc_1748
1149,Q30,P530,Q1019,United States,diplomatic relation,Madagascar,P854,https://www.state.gov/countries-and-areas-list/,refdoc_1748
1150,Q30,P530,Q1020,United States,diplomatic relation,Malawi,P854,https://www.state.gov/countries-and-areas-list/,refdoc_1748
1151,Q30,P530,Q912,United States,diplomatic relation,Mali,P854,https://www.state.gov/countries-and-areas-list/,refdoc_1748
1152,Q30,P530,Q232,United States,diplomatic relation,Kazakhstan,P854,https://www.state.gov/countries-and-areas-list/,refdoc_1748
1153,Q30,P530,Q1246,United States,diplomatic relation,Kosovo,P854,https://www.state.gov/countries-and-areas-list/,refdoc_1748
1154,Q30,P530,Q709,United States,diplomatic relation,Marshall Islands,P854,https://www.state.gov/countries-and-areas-list/,refdoc_1748
1155,Q30,P530,Q235,United States,diplomatic relation,Monaco,P854,https://www.state.gov/countries-and-areas-list/,refdoc_1748
1156,Q30,P530,Q1028,United States,diplomatic relation,Morocco,P854,https://www.state.gov/countries-and-areas-list/,refdoc_1748
1157,Q30,P530,Q156418,United States,diplomatic relation,Kingdom of Hawaiʻi,P854,https://www.state.gov/countries-and-areas-list/,refdoc_1748
1158,Q30,P530,Q14773,United States,diplomatic relation,Macau,P854,https://www.state.gov/countries-and-areas-list/,refdoc_1748
1159,Q30,P530,Q233,United States,diplomatic relation,Malta,P854,https://www.state.gov/countries-and-areas-list/,refdoc_1748
1160,Q30,P530,Q217,United States,diplomatic relation,Moldova,P854,https://www.state.gov/countries-and-areas-list/,refdoc_1748
1161,Q30,P530,Q711,United States,diplomatic relation,Mongolia,P854,https://www.state.gov/countries-and-areas-list/,refdoc_1748
1162,Q30,P530,Q221,United States,diplomatic relation,North Macedonia,P854,https://www.state.gov/countries-and-areas-list/,refdoc_1748
1163,Q30,P530,Q837,United States,diplomatic relation,Nepal,P854,https://www.state.gov/countries-and-areas-list/,refdoc_1748
1164,Q30,P530,Q695,United States,diplomatic relation,Palau,P854,https://www.state.gov/countries-and-areas-list/,refdoc_1748
1165,Q30,P530,Q760,United States,diplomatic relation,Saint Lucia,P854,https://www.state.gov/countries-and-areas-list/,refdoc_1748
1166,Q30,P530,Q683,United States,diplomatic relation,Samoa,P854,https://www.state.gov/countries-and-areas-list/,refdoc_1748
1167,Q30,P530,Q691,United States,diplomatic relation,Papua New Guinea,P854,https://www.state.gov/countries-and-areas-list/,refdoc_1748
1168,Q30,P530,Q1041,United States,diplomatic relation,Senegal,P854,https://www.state.gov/countries-and-areas-list/,refdoc_1748
1169,Q30,P530,Q664,United States,diplomatic relation,New Zealand,P854,https://www.state.gov/countries-and-areas-list/,refdoc_1748
1170,Q30,P530,Q1033,United States,diplomatic relation,Nigeria,P854,https://www.state.gov/countries-and-areas-list/,refdoc_1748
1171,Q30,P530,Q45,United States,diplomatic relation,Portugal,P854,https://www.state.gov/countries-and-areas-list/,refdoc_1748
1172,Q30,P530,Q1037,United States,diplomatic relation,Rwanda,P854,https://www.state.gov/countries-and-areas-list/,refdoc_1748
1173,Q30,P530,Q757,United States,diplomatic relation,Saint Vincent and the Grenadines,P854,https://www.state.gov/countries-and-areas-list/,refdoc_1748
1174,Q30,P530,Q1030,United States,diplomatic relation,Namibia,P854,https://www.state.gov/countries-and-areas-list/,refdoc_1748
1175,Q30,P530,Q1032,United States,diplomatic relation,Niger,P854,https://www.state.gov/countries-and-areas-list/,refdoc_1748
1176,Q30,P530,Q804,United States,diplomatic relation,Panama,P854,https://www.state.gov/countries-and-areas-list/,refdoc_1748
1177,Q30,P530,Q36,United States,diplomatic relation,Poland,P854,https://www.state.gov/countries-and-areas-list/,refdoc_1748
1178,Q30,P530,Q170588,United States,diplomatic relation,Republic of Texas,P854,https://www.state.gov/countries-and-areas-list/,refdoc_1748
1179,Q30,P530,Q218,United States,diplomatic relation,Romania,P854,https://www.state.gov/countries-and-areas-list/,refdoc_1748
1180,Q30,P530,Q1042,United States,diplomatic relation,Seychelles,P854,https://www.state.gov/countries-and-areas-list/,refdoc_1748
1181,Q30,P530,Q1044,United States,diplomatic relation,Sierra Leone,P854,https://www.state.gov/countries-and-areas-list/,refdoc_1748
1182,Q30,P530,Q214,United States,diplomatic relation,Slovakia,P854,https://www.state.gov/countries-and-areas-list/,refdoc_1748
1183,Q30,P530,Q1049,United States,diplomatic relation,Sudan,P854,https://www.state.gov/countries-and-areas-list/,refdoc_1748
1184,Q30,P530,Q945,United States,diplomatic relation,Togo,P854,https://www.state.gov/countries-and-areas-list/,refdoc_1748
1185,Q30,P530,Q754,United States,diplomatic relation,Trinidad and Tobago,P854,https://www.state.gov/countries-and-areas-list/,refdoc_1748
1186,Q30,P530,Q826,United States,diplomatic relation,Maldives,P854,https://www.state.gov/countries-and-areas-list/,refdoc_1748
1187,Q30,P530,Q958,United States,diplomatic relation,South Sudan,P854,https://www.state.gov/countries-and-areas-list/,refdoc_1748
1188,Q30,P530,Q1039,United States,diplomatic relation,São Tomé and Príncipe,P854,https://www.state.gov/countries-and-areas-list/,refdoc_1748
1189,Q30,P530,Q924,United States,diplomatic relation,Tanzania,P854,https://www.state.gov/countries-and-areas-list/,refdoc_1748
1190,Q30,P530,Q672,United States,diplomatic relation,Tuvalu,P854,https://www.state.gov/countries-and-areas-list/,refdoc_1748
1191,Q30,P530,Q854,United States,diplomatic relation,Sri Lanka,P854,https://www.state.gov/countries-and-areas-list/,refdoc_1748
1192,Q30,P530,Q1036,United States,diplomatic relation,Uganda,P854,https://www.state.gov/countries-and-areas-list/,refdoc_1748
1193,Q30,P530,Q211,United States,diplomatic relation,Latvia,P854,https://www.state.gov/countries-and-areas-list/,refdoc_1748
1194,Q30,P530,Q962,United States,diplomatic relation,Benin,P854,https://www.state.gov/countries-and-areas-list/,refdoc_1748
1195,Q30,P530,Q817,United States,diplomatic relation,Kuwait,P854,https://www.state.gov/countries-and-areas-list/,refdoc_1748
1196,Q30,P530,Q971,United States,diplomatic relation,Republic of the Congo,P854,https://www.state.gov/countries-and-areas-list/,refdoc_1748
1197,Q30,P530,Q1029,United States,diplomatic relation,Mozambique,P854,https://www.state.gov/countries-and-areas-list/,refdoc_1748
1198,Q30,P530,Q219060,United States,diplomatic relation,State of Palestine,P854,https://www.state.gov/countries-and-areas-list/,refdoc_1748
1199,Q30,P530,Q228,United States,diplomatic relation,Andorra,P854,https://www.state.gov/countries-and-areas-list/,refdoc_1748
1200,Q30,P530,Q27,United States,diplomatic relation,Republic of Ireland,P854,https://www.state.gov/countries-and-areas-list/,refdoc_1748
1201,Q30,P530,Q23681,United States,diplomatic relation,Northern Cyprus,P854,https://www.state.gov/countries-and-areas-list/,refdoc_1748
1202,Q30,P361,Q49,United States,part of,North America,P854,https://www.britannica.com/place/United-States,refdoc_1609
1203,Q30,P122,Q7270,United States,basic form of government,republic,P4656,https://az.wikipedia.org/?oldid=7496256,refdoc_1173
1204,Q30,P37,Q1860,United States,official language,English,P854,http://www.usconstitution.net/consttop_lang.html,refdoc_1461
1205,Q30,P30,Q49,United States,continent,North America,P854,https://www.workwithdata.com/place/united-states,refdoc_886
1206,Q30,P138,Q828,United States,named after,Americas,P854,https://www.iso.org/obp/ui/#iso:code:3166:US,refdoc_717
1207,Q30,P1552,Q3174312,United States,has quality,free country,P854,https://freedomhouse.org/report/freedom-world/freedom-world-2017,refdoc_209
1208,Q30,P1343,Q116780519,United States,described by source,New World Encyclopedia,P854,https://www.newworldencyclopedia.org/entry/United_States,refdoc_608
1209,Q30,P31,Q3624078,United States,instance of,sovereign state,P854,https://www.state.gov/independent-states-in-the-world/,refdoc_483
1210,Q30,P31,Q1520223,United States,instance of,constitutional republic,P854,https://ar.usembassy.gov/education-culture/irc/u-s-government/,refdoc_195
1211,Q30,P31,Q5255892,United States,instance of,democratic republic,P854,https://ar.usembassy.gov/education-culture/irc/u-s-government/,refdoc_195
1212,Q30,P31,Q6256,United States,instance of,country,P854,https://www.britannica.com/place/United-States,refdoc_1609
1213,Q30,P1889,Q828,United States,different from,Americas,P4656,https://fr.wikipedia.org/w/index.php?title=États-Unis&oldid=169490973,refdoc_784
1214,Q30,P1441,Q622282,United States,present in work,The City on the Edge of Forever,P854,https://memory-beta.fandom.com/wiki/The_City_on_the_Edge_of_Forever?oldid=664480#States_and_organizations,refdoc_1752
1215,Q30,P150,Q173,United States,contains the administrative territorial entity,Alabama,P854,https://capitalizemytitle.com/50-us-states-in-alphabetical-order/,refdoc_457
1216,Q30,P150,Q816,United States,contains the administrative territorial entity,Arizona,P854,https://capitalizemytitle.com/50-us-states-in-alphabetical-order/,refdoc_457
1217,Q30,P150,Q1612,United States,contains the administrative territorial entity,Arkansas,P854,https://capitalizemytitle.com/50-us-states-in-alphabetical-order/,refdoc_457
1218,Q30,P150,Q99,United States,contains the administrative territorial entity,California,P854,https://capitalizemytitle.com/50-us-states-in-alphabetical-order/,refdoc_457
1219,Q30,P150,Q1261,United States,contains the administrative territorial entity,Colorado,P854,https://capitalizemytitle.com/50-us-states-in-alphabetical-order/,refdoc_457
1220,Q30,P150,Q779,United States,contains the administrative territorial entity,Connecticut,P854,https://capitalizemytitle.com/50-us-states-in-alphabetical-order/,refdoc_457
